date,hour_start,price_sterling,price_dollar,notes
01/01/2016,23,30,39.3,
01/01/2016,0,31.1,40.741,
01/01/2016,1,37.58,49.2298,
01/01/2016,2,36.53,47.8543,
01/01/2016,3,29.91,39.1821,
01/01/2016,4,27.96,36.6276,
01/01/2016,5,29.88,39.1428,
01/01/2016,6,18.04,23.6324,
01/01/2016,7,12.75,16.7025,
01/01/2016,8,14.21,18.6151,
01/01/2016,9,20,26.2,
01/01/2016,10,31.07,40.7017,
01/01/2016,11,34.98,45.8238,
01/01/2016,12,40.9,53.579,
01/01/2016,13,37.25,48.7975,
01/01/2016,14,31.53,41.3043,
01/01/2016,15,34.52,45.2212,
01/01/2016,16,46.41,60.7971,
01/01/2016,17,64.5,84.495,
01/01/2016,18,39.55,51.8105,
01/01/2016,19,37.51,49.1381,
01/01/2016,20,35,45.85,
01/01/2016,21,34.94,45.7714,
01/01/2016,22,26.91,35.2521,
02/01/2016,23,33.6,44.016,
02/01/2016,0,34.07,44.6317,
02/01/2016,1,32.96,43.1776,
02/01/2016,2,21.53,28.2043,
02/01/2016,3,18,23.58,
02/01/2016,4,9.9,12.969,
02/01/2016,5,14.97,19.6107,
02/01/2016,6,20.74,27.1694,
02/01/2016,7,17,22.27,
02/01/2016,8,24.62,32.2522,
02/01/2016,9,34.93,45.7583,
02/01/2016,10,43.6,57.116,
02/01/2016,11,38.9,50.959,
02/01/2016,12,43.27,56.6837,
02/01/2016,13,37.1,48.601,
02/01/2016,14,35.22,46.1382,
02/01/2016,15,32.04,41.9724,
02/01/2016,16,32.5,42.575,
02/01/2016,17,70,91.7,
02/01/2016,18,55.08,72.1548,
02/01/2016,19,40.84,53.5004,
02/01/2016,20,37.55,49.1905,
02/01/2016,21,33.98,44.5138,
02/01/2016,22,33.15,43.4265,
03/01/2016,23,37.56,49.2036,
03/01/2016,0,37.51,49.1381,
03/01/2016,1,37.53,49.1643,
03/01/2016,2,34.96,45.7976,
03/01/2016,3,34.49,45.1819,
03/01/2016,4,29.82,39.0642,
03/01/2016,5,29.82,39.0642,
03/01/2016,6,25.41,33.2871,
03/01/2016,7,28.21,36.9551,
03/01/2016,8,24.98,32.7238,
03/01/2016,9,30.22,39.5882,
03/01/2016,10,31.03,40.6493,
03/01/2016,11,33.82,44.3042,
03/01/2016,12,39.63,51.9153,
03/01/2016,13,36.03,47.1993,
03/01/2016,14,34.5,45.195,
03/01/2016,15,30.24,39.6144,
03/01/2016,16,35,45.85,
03/01/2016,17,70,91.7,
03/01/2016,18,50.86,66.6266,
03/01/2016,19,40,52.4,
03/01/2016,20,38,49.78,
03/01/2016,21,33.98,44.5138,
03/01/2016,22,32.05,41.9855,
04/01/2016,23,33.75,44.2125,
04/01/2016,0,31.81,41.6711,
04/01/2016,1,35.55,46.5705,
04/01/2016,2,35.39,46.3609,
04/01/2016,3,33.91,44.4221,
04/01/2016,4,30.06,39.3786,
04/01/2016,5,29.82,39.0642,
04/01/2016,6,29.93,39.2083,
04/01/2016,7,30.57,40.0467,
04/01/2016,8,35.04,45.9024,
04/01/2016,9,37.99,49.7669,
04/01/2016,10,37.08,48.5748,
04/01/2016,11,40.11,52.5441,
04/01/2016,12,40.2,52.662,
04/01/2016,13,38.05,49.8455,
04/01/2016,14,35.05,45.9155,
04/01/2016,15,34.52,45.2212,
04/01/2016,16,40.79,53.4349,
04/01/2016,17,78.27,102.5337,
04/01/2016,18,42.81,56.0811,
04/01/2016,19,40.55,53.1205,
04/01/2016,20,43,56.33,
04/01/2016,21,36.06,47.2386,
04/01/2016,22,34,44.54,
05/01/2016,23,30.93,40.5183,
05/01/2016,0,29.99,39.2869,
05/01/2016,1,31.95,41.8545,
05/01/2016,2,29.97,39.2607,
05/01/2016,3,27.99,36.6669,
05/01/2016,4,24.32,31.8592,
05/01/2016,5,29.91,39.1821,
05/01/2016,6,43.01,56.3431,
05/01/2016,7,36.1,47.291,
05/01/2016,8,37.01,48.4831,
05/01/2016,9,36.2,47.422,
05/01/2016,10,35.86,46.9766,
05/01/2016,11,37.91,49.6621,
05/01/2016,12,38.8,50.828,
05/01/2016,13,34.95,45.7845,
05/01/2016,14,30.74,40.2694,
05/01/2016,15,30.7,40.217,
05/01/2016,16,43.03,56.3693,
05/01/2016,17,74.96,98.1976,
05/01/2016,18,49.04,64.2424,
05/01/2016,19,41.92,54.9152,
05/01/2016,20,38.74,50.7494,
05/01/2016,21,37.05,48.5355,
05/01/2016,22,30.35,39.7585,
06/01/2016,23,32.37,42.4047,
06/01/2016,0,30.4,39.824,
06/01/2016,1,32.44,42.4964,
06/01/2016,2,30.53,39.9943,
06/01/2016,3,29.92,39.1952,
06/01/2016,4,24.07,31.5317,
06/01/2016,5,30,39.3,
06/01/2016,6,38.03,49.8193,
06/01/2016,7,36.74,48.1294,
06/01/2016,8,42.9,56.199,
06/01/2016,9,43.59,57.1029,
06/01/2016,10,40.05,52.4655,
06/01/2016,11,34.08,44.6448,
06/01/2016,12,33.6,44.016,
06/01/2016,13,32.11,42.0641,
06/01/2016,14,31.96,41.8676,
06/01/2016,15,31.05,40.6755,
06/01/2016,16,44.64,58.4784,
06/01/2016,17,69,90.39,
06/01/2016,18,40.72,53.3432,
06/01/2016,19,37.94,49.7014,
06/01/2016,20,36.46,47.7626,
06/01/2016,21,35.07,45.9417,
06/01/2016,22,30.5,39.955,
07/01/2016,23,38.07,49.8717,
07/01/2016,0,38.06,49.8586,
07/01/2016,1,38,49.78,
07/01/2016,2,29.91,39.1821,
07/01/2016,3,27,35.37,
07/01/2016,4,23.94,31.3614,
07/01/2016,5,26.93,35.2783,
07/01/2016,6,38.05,49.8455,
07/01/2016,7,35.69,46.7539,
07/01/2016,8,38,49.78,
07/01/2016,9,39.65,51.9415,
07/01/2016,10,38.99,51.0769,
07/01/2016,11,37.35,48.9285,
07/01/2016,12,35.82,46.9242,
07/01/2016,13,33.57,43.9767,
07/01/2016,14,33.48,43.8588,
07/01/2016,15,32.1,42.051,
07/01/2016,16,45.07,59.0417,
07/01/2016,17,64.5,84.495,
07/01/2016,18,44.61,58.4391,
07/01/2016,19,39.04,51.1424,
07/01/2016,20,38.45,50.3695,
07/01/2016,21,39.02,51.1162,
07/01/2016,22,35.46,46.4526,
08/01/2016,23,30.56,40.0336,
08/01/2016,0,30.52,39.9812,
08/01/2016,1,30.58,40.0598,
08/01/2016,2,30.5,39.955,
08/01/2016,3,30.53,39.9943,
08/01/2016,4,30.1,39.431,
08/01/2016,5,30.72,40.2432,
08/01/2016,6,37.54,49.1774,
08/01/2016,7,35.42,46.4002,
08/01/2016,8,42.06,55.0986,
08/01/2016,9,39,51.09,
08/01/2016,10,38.96,51.0376,
08/01/2016,11,38.13,49.9503,
08/01/2016,12,38.98,51.0638,
08/01/2016,13,38.95,51.0245,
08/01/2016,14,38,49.78,
08/01/2016,15,30.67,40.1777,
08/01/2016,16,47.03,61.6093,
08/01/2016,17,81,106.11,
08/01/2016,18,50,65.5,
08/01/2016,19,47.1,61.701,
08/01/2016,20,35.94,47.0814,
08/01/2016,21,36.54,47.8674,
08/01/2016,22,36.51,47.8281,
09/01/2016,23,41.03,53.7493,
09/01/2016,0,41.02,53.7362,
09/01/2016,1,41.04,53.7624,
09/01/2016,2,32.82,42.9942,
09/01/2016,3,31.01,40.6231,
09/01/2016,4,27.54,36.0774,
09/01/2016,5,27.41,35.9071,
09/01/2016,6,30.57,40.0467,
09/01/2016,7,30.19,39.5489,
09/01/2016,8,30.93,40.5183,
09/01/2016,9,37.04,48.5224,
09/01/2016,10,41.01,53.7231,
09/01/2016,11,41.01,53.7231,
09/01/2016,12,41,53.71,
09/01/2016,13,41,53.71,
09/01/2016,14,32.95,43.1645,
09/01/2016,15,32.51,42.5881,
09/01/2016,16,44.01,57.6531,
09/01/2016,17,68.23,89.3813,
09/01/2016,18,52,68.12,
09/01/2016,19,40.6,53.186,
09/01/2016,20,36.13,47.3303,
09/01/2016,21,36.86,48.2866,
09/01/2016,22,35.01,45.8631,
10/01/2016,23,40.04,52.4524,
10/01/2016,0,40.06,52.4786,
10/01/2016,1,42.06,55.0986,
10/01/2016,2,34.66,45.4046,
10/01/2016,3,28.47,37.2957,
10/01/2016,4,23.04,30.1824,
10/01/2016,5,23.99,31.4269,
10/01/2016,6,22.74,29.7894,
10/01/2016,7,27.95,36.6145,
10/01/2016,8,27.52,36.0512,
10/01/2016,9,30.89,40.4659,
10/01/2016,10,32.94,43.1514,
10/01/2016,11,38.6,50.566,
10/01/2016,12,40.06,52.4786,
10/01/2016,13,39.06,51.1686,
10/01/2016,14,33.07,43.3217,
10/01/2016,15,31.32,41.0292,
10/01/2016,16,40.59,53.1729,
10/01/2016,17,69.6,91.176,
10/01/2016,18,51.62,67.6222,
10/01/2016,19,35.99,47.1469,
10/01/2016,20,33.58,43.9898,
10/01/2016,21,33.07,43.3217,
10/01/2016,22,30,39.3,
11/01/2016,23,31,40.61,
11/01/2016,0,30.96,40.5576,
11/01/2016,1,31.93,41.8283,
11/01/2016,2,30.51,39.9681,
11/01/2016,3,29.96,39.2476,
11/01/2016,4,29.4,38.514,
11/01/2016,5,30.83,40.3873,
11/01/2016,6,38.43,50.3433,
11/01/2016,7,34.98,45.8238,
11/01/2016,8,34.97,45.8107,
11/01/2016,9,34.02,44.5662,
11/01/2016,10,35.59,46.6229,
11/01/2016,11,40.66,53.2646,
11/01/2016,12,44.34,58.0854,
11/01/2016,13,47.8,62.618,
11/01/2016,14,40.38,52.8978,
11/01/2016,15,33.07,43.3217,
11/01/2016,16,40.1,52.531,
11/01/2016,17,80,104.8,
11/01/2016,18,53.96,70.6876,
11/01/2016,19,47.91,62.7621,
11/01/2016,20,38.95,51.0245,
11/01/2016,21,36.15,47.3565,
11/01/2016,22,30.83,40.3873,
12/01/2016,23,37.83,49.5573,
12/01/2016,0,32.36,42.3916,
12/01/2016,1,44.35,58.0985,
12/01/2016,2,30.94,40.5314,
12/01/2016,3,29.91,39.1821,
12/01/2016,4,18.82,24.6542,
12/01/2016,5,24.82,32.5142,
12/01/2016,6,37.54,49.1774,
12/01/2016,7,38.03,49.8193,
12/01/2016,8,37.98,49.7538,
12/01/2016,9,36.42,47.7102,
12/01/2016,10,36.98,48.4438,
12/01/2016,11,34.09,44.6579,
12/01/2016,12,34.07,44.6317,
12/01/2016,13,34.01,44.5531,
12/01/2016,14,33.51,43.8981,
12/01/2016,15,31.1,40.741,
12/01/2016,16,39,51.09,
12/01/2016,17,69.58,91.1498,
12/01/2016,18,49.77,65.1987,
12/01/2016,19,40.08,52.5048,
12/01/2016,20,38,49.78,
12/01/2016,21,36.02,47.1862,
12/01/2016,22,29.83,39.0773,
13/01/2016,23,29.44,38.5664,
13/01/2016,0,29.8,39.038,
13/01/2016,1,29.73,38.9463,
13/01/2016,2,29.32,38.4092,
13/01/2016,3,25.27,33.1037,
13/01/2016,4,17.05,22.3355,
13/01/2016,5,29.28,38.3568,
13/01/2016,6,37.43,49.0333,
13/01/2016,7,34.48,45.1688,
13/01/2016,8,34.73,45.4963,
13/01/2016,9,34.31,44.9461,
13/01/2016,10,34.71,45.4701,
13/01/2016,11,35.28,46.2168,
13/01/2016,12,35.52,46.5312,
13/01/2016,13,35.97,47.1207,
13/01/2016,14,35.93,47.0683,
13/01/2016,15,32.95,43.1645,
13/01/2016,16,54.91,71.9321,
13/01/2016,17,85.01,111.3631,
13/01/2016,18,62.06,81.2986,
13/01/2016,19,46.57,61.0067,
13/01/2016,20,34.06,44.6186,
13/01/2016,21,33.59,44.0029,
13/01/2016,22,28.71,37.6101,
14/01/2016,23,35.93,47.0683,
14/01/2016,0,30.24,39.6144,
14/01/2016,1,44.01,57.6531,
14/01/2016,2,37.56,49.2036,
14/01/2016,3,29.97,39.2607,
14/01/2016,4,18.47,24.1957,
14/01/2016,5,24.3,31.833,
14/01/2016,6,34.09,44.6579,
14/01/2016,7,35.98,47.1338,
14/01/2016,8,36.02,47.1862,
14/01/2016,9,38.66,50.6446,
14/01/2016,10,36.23,47.4613,
14/01/2016,11,37.12,48.6272,
14/01/2016,12,38.04,49.8324,
14/01/2016,13,33.47,43.8457,
14/01/2016,14,32.1,42.051,
14/01/2016,15,31.01,40.6231,
14/01/2016,16,36.47,47.7757,
14/01/2016,17,66,86.46,
14/01/2016,18,47.7,62.487,
14/01/2016,19,43.06,56.4086,
14/01/2016,20,34.21,44.8151,
14/01/2016,21,32,41.92,
14/01/2016,22,28.52,37.3612,
15/01/2016,23,33.81,44.2911,
15/01/2016,0,30.11,39.4441,
15/01/2016,1,32.93,43.1383,
15/01/2016,2,30.99,40.5969,
15/01/2016,3,22.9,29.999,
15/01/2016,4,21.02,27.5362,
15/01/2016,5,29.06,38.0686,
15/01/2016,6,35.99,47.1469,
15/01/2016,7,36.07,47.2517,
15/01/2016,8,37.37,48.9547,
15/01/2016,9,38.55,50.5005,
15/01/2016,10,38.72,50.7232,
15/01/2016,11,35.51,46.5181,
15/01/2016,12,35,45.85,
15/01/2016,13,33.01,43.2431,
15/01/2016,14,30.82,40.3742,
15/01/2016,15,30.67,40.1777,
15/01/2016,16,38.97,51.0507,
15/01/2016,17,68,89.08,
15/01/2016,18,47.06,61.6486,
15/01/2016,19,37.9,49.649,
15/01/2016,20,34.08,44.6448,
15/01/2016,21,34.47,45.1557,
15/01/2016,22,30.09,39.4179,
16/01/2016,23,38.91,50.9721,
16/01/2016,0,34.96,45.7976,
16/01/2016,1,34.38,45.0378,
16/01/2016,2,32.51,42.5881,
16/01/2016,3,29.48,38.6188,
16/01/2016,4,19.12,25.0472,
16/01/2016,5,25.01,32.7631,
16/01/2016,6,29.93,39.2083,
16/01/2016,7,27.96,36.6276,
16/01/2016,8,32.5,42.575,
16/01/2016,9,35.17,46.0727,
16/01/2016,10,37.97,49.7407,
16/01/2016,11,37.82,49.5442,
16/01/2016,12,36.48,47.7888,
16/01/2016,13,34.52,45.2212,
16/01/2016,14,30.51,39.9681,
16/01/2016,15,29.35,38.4485,
16/01/2016,16,40.06,52.4786,
16/01/2016,17,70.01,91.7131,
16/01/2016,18,50.01,65.5131,
16/01/2016,19,39.98,52.3738,
16/01/2016,20,35.88,47.0028,
16/01/2016,21,33.26,43.5706,
16/01/2016,22,29.75,38.9725,
17/01/2016,23,34.95,45.7845,
17/01/2016,0,32.95,43.1645,
17/01/2016,1,33.98,44.5138,
17/01/2016,2,33,43.23,
17/01/2016,3,29.99,39.2869,
17/01/2016,4,29.03,38.0293,
17/01/2016,5,29,37.99,
17/01/2016,6,28.8,37.728,
17/01/2016,7,27.97,36.6407,
17/01/2016,8,29.01,38.0031,
17/01/2016,9,30.5,39.955,
17/01/2016,10,35.04,45.9024,
17/01/2016,11,40.07,52.4917,
17/01/2016,12,46.7,61.177,
17/01/2016,13,44.9,58.819,
17/01/2016,14,34,44.54,
17/01/2016,15,30.5,39.955,
17/01/2016,16,36,47.16,
17/01/2016,17,66,86.46,
17/01/2016,18,44,57.64,
17/01/2016,19,34.81,45.6011,
17/01/2016,20,32.07,42.0117,
17/01/2016,21,30.42,39.8502,
17/01/2016,22,29.04,38.0424,
18/01/2016,23,28.6,37.466,
18/01/2016,0,27.94,36.6014,
18/01/2016,1,25.04,32.8024,
18/01/2016,2,20.35,26.6585,
18/01/2016,3,18.57,24.3267,
18/01/2016,4,24.49,32.0819,
18/01/2016,5,29.43,38.5533,
18/01/2016,6,38.36,50.2516,
18/01/2016,7,37.42,49.0202,
18/01/2016,8,37.84,49.5704,
18/01/2016,9,37.81,49.5311,
18/01/2016,10,38.19,50.0289,
18/01/2016,11,37.71,49.4001,
18/01/2016,12,39.68,51.9808,
18/01/2016,13,40.58,53.1598,
18/01/2016,14,38.98,51.0638,
18/01/2016,15,37.18,48.7058,
18/01/2016,16,52.35,68.5785,
18/01/2016,17,1,1.31,
18/01/2016,18,95.06,124.5286,
18/01/2016,19,80,104.8,
18/01/2016,20,40.64,53.2384,
18/01/2016,21,38.06,49.8586,
18/01/2016,22,35,45.85,
19/01/2016,23,29.62,38.8022,
19/01/2016,0,29.31,38.3961,
19/01/2016,1,29.05,38.0555,
19/01/2016,2,28,36.68,
19/01/2016,3,24.82,32.5142,
19/01/2016,4,28.93,37.8983,
19/01/2016,5,32.35,42.3785,
19/01/2016,6,40.26,52.7406,
19/01/2016,7,48.9,64.059,
19/01/2016,8,48.63,63.7053,
19/01/2016,9,48.03,62.9193,
19/01/2016,10,46.14,60.4434,
19/01/2016,11,43.89,57.4959,
19/01/2016,12,43.56,57.0636,
19/01/2016,13,41.53,54.4043,
19/01/2016,14,41.3,54.103,
19/01/2016,15,41.83,54.7973,
19/01/2016,16,90,117.9,
19/01/2016,17,2.01,2.6331,
19/01/2016,18,90.02,117.9262,
19/01/2016,19,59.91,78.4821,
19/01/2016,20,39.46,51.6926,
19/01/2016,21,37.01,48.4831,
19/01/2016,22,31.99,41.9069,
20/01/2016,23,31.34,41.0554,
20/01/2016,0,29.46,38.5926,
20/01/2016,1,28.5,37.335,
20/01/2016,2,26,34.06,
20/01/2016,3,24.86,32.5666,
20/01/2016,4,27.67,36.2477,
20/01/2016,5,30.94,40.5314,
20/01/2016,6,40.89,53.5659,
20/01/2016,7,45.35,59.4085,
20/01/2016,8,46.4,60.784,
20/01/2016,9,47.99,62.8669,
20/01/2016,10,45.72,59.8932,
20/01/2016,11,43.51,56.9981,
20/01/2016,12,42.91,56.2121,
20/01/2016,13,40.8,53.448,
20/01/2016,14,38.92,50.9852,
20/01/2016,15,53.08,69.5348,
20/01/2016,16,76.6,100.346,
20/01/2016,17,1.62,2.1222,
20/01/2016,18,72.84,95.4204,
20/01/2016,19,52.61,68.9191,
20/01/2016,20,44.79,58.6749,
20/01/2016,21,38.84,50.8804,
20/01/2016,22,34.17,44.7627,
21/01/2016,23,31.4,41.134,
21/01/2016,0,30.17,39.5227,
21/01/2016,1,28.99,37.9769,
21/01/2016,2,28.09,36.7979,
21/01/2016,3,27.55,36.0905,
21/01/2016,4,28.9,37.859,
21/01/2016,5,30.48,39.9288,
21/01/2016,6,38.08,49.8848,
21/01/2016,7,38.21,50.0551,
21/01/2016,8,44.1,57.771,
21/01/2016,9,49.06,64.2686,
21/01/2016,10,47.82,62.6442,
21/01/2016,11,41.18,53.9458,
21/01/2016,12,40.94,53.6314,
21/01/2016,13,34.1,44.671,
21/01/2016,14,38.07,49.8717,
21/01/2016,15,42.91,56.2121,
21/01/2016,16,57.15,74.8665,
21/01/2016,17,68.31,89.4861,
21/01/2016,18,47.75,62.5525,
21/01/2016,19,45.16,59.1596,
21/01/2016,20,34.9,45.719,
21/01/2016,21,34.48,45.1688,
21/01/2016,22,33.54,43.9374,
22/01/2016,23,30.43,39.8633,
22/01/2016,0,30.91,40.4921,
22/01/2016,1,29.5,38.645,
22/01/2016,2,27.14,35.5534,
22/01/2016,3,25.99,34.0469,
22/01/2016,4,25.99,34.0469,
22/01/2016,5,29.94,39.2214,
22/01/2016,6,37.06,48.5486,
22/01/2016,7,39.22,51.3782,
22/01/2016,8,39.51,51.7581,
22/01/2016,9,37.9,49.649,
22/01/2016,10,36.91,48.3521,
22/01/2016,11,37.9,49.649,
22/01/2016,12,33.24,43.5444,
22/01/2016,13,30.84,40.4004,
22/01/2016,14,28.42,37.2302,
22/01/2016,15,28.01,36.6931,
22/01/2016,16,35,45.85,
22/01/2016,17,56,73.36,
22/01/2016,18,39.62,51.9022,
22/01/2016,19,40.06,52.4786,
22/01/2016,20,32,41.92,
22/01/2016,21,32.02,41.9462,
22/01/2016,22,29.99,39.2869,
23/01/2016,23,33.59,44.0029,
23/01/2016,0,33.59,44.0029,
23/01/2016,1,33,43.23,
23/01/2016,2,30.07,39.3917,
23/01/2016,3,29.48,38.6188,
23/01/2016,4,27.92,36.5752,
23/01/2016,5,28.11,36.8241,
23/01/2016,6,32.62,42.7322,
23/01/2016,7,27.99,36.6669,
23/01/2016,8,31.94,41.8414,
23/01/2016,9,33.06,43.3086,
23/01/2016,10,37.23,48.7713,
23/01/2016,11,34.04,44.5924,
23/01/2016,12,33.03,43.2693,
23/01/2016,13,30.96,40.5576,
23/01/2016,14,31.8,41.658,
23/01/2016,15,27.84,36.4704,
23/01/2016,16,34.96,45.7976,
23/01/2016,17,68,89.08,
23/01/2016,18,49.1,64.321,
23/01/2016,19,42.9,56.199,
23/01/2016,20,33.1,43.361,
23/01/2016,21,33.54,43.9374,
23/01/2016,22,32.05,41.9855,
24/01/2016,23,41.19,53.9589,
24/01/2016,0,33.57,43.9767,
24/01/2016,1,33.53,43.9243,
24/01/2016,2,33.42,43.7802,
24/01/2016,3,31,40.61,
24/01/2016,4,26.06,34.1386,
24/01/2016,5,24,31.44,
24/01/2016,6,30.95,40.5445,
24/01/2016,7,30,39.3,
24/01/2016,8,30.76,40.2956,
24/01/2016,9,32.96,43.1776,
24/01/2016,10,33,43.23,
24/01/2016,11,33,43.23,
24/01/2016,12,40.91,53.5921,
24/01/2016,13,35.43,46.4133,
24/01/2016,14,33.02,43.2562,
24/01/2016,15,33.01,43.2431,
24/01/2016,16,36.52,47.8412,
24/01/2016,17,71.46,93.6126,
24/01/2016,18,50.28,65.8668,
24/01/2016,19,33.08,43.3348,
24/01/2016,20,33.07,43.3217,
24/01/2016,21,31.97,41.8807,
24/01/2016,22,30,39.3,
25/01/2016,23,30.95,40.5445,
25/01/2016,0,30.96,40.5576,
25/01/2016,1,32.75,42.9025,
25/01/2016,2,30,39.3,
25/01/2016,3,24.42,31.9902,
25/01/2016,4,21,27.51,
25/01/2016,5,26.92,35.2652,
25/01/2016,6,34.03,44.5793,
25/01/2016,7,33.02,43.2562,
25/01/2016,8,30.61,40.0991,
25/01/2016,9,34.49,45.1819,
25/01/2016,10,30.01,39.3131,
25/01/2016,11,31.01,40.6231,
25/01/2016,12,32.02,41.9462,
25/01/2016,13,32.02,41.9462,
25/01/2016,14,31.87,41.7497,
25/01/2016,15,29.4,38.514,
25/01/2016,16,29.99,39.2869,
25/01/2016,17,64.92,85.0452,
25/01/2016,18,49,64.19,
25/01/2016,19,40.79,53.4349,
25/01/2016,20,33.53,43.9243,
25/01/2016,21,33.03,43.2693,
25/01/2016,22,28.47,37.2957,
26/01/2016,23,29.6,38.776,
26/01/2016,0,28.94,37.9114,
26/01/2016,1,29.42,38.5402,
26/01/2016,2,24.14,31.6234,
26/01/2016,3,18,23.58,
26/01/2016,4,16.23,21.2613,
26/01/2016,5,21.21,27.7851,
26/01/2016,6,32.99,43.2169,
26/01/2016,7,33.54,43.9374,
26/01/2016,8,37,48.47,
26/01/2016,9,32.95,43.1645,
26/01/2016,10,37,48.47,
26/01/2016,11,31.92,41.8152,
26/01/2016,12,32.94,43.1514,
26/01/2016,13,29.49,38.6319,
26/01/2016,14,28.36,37.1516,
26/01/2016,15,28.63,37.5053,
26/01/2016,16,36.7,48.077,
26/01/2016,17,55.28,72.4168,
26/01/2016,18,43.39,56.8409,
26/01/2016,19,37.04,48.5224,
26/01/2016,20,33.16,43.4396,
26/01/2016,21,33.06,43.3086,
26/01/2016,22,27.93,36.5883,
27/01/2016,23,31.27,40.9637,
27/01/2016,0,30.52,39.9812,
27/01/2016,1,32.01,41.9331,
27/01/2016,2,26.1,34.191,
27/01/2016,3,17.59,23.0429,
27/01/2016,4,13.81,18.0911,
27/01/2016,5,20.37,26.6847,
27/01/2016,6,32.04,41.9724,
27/01/2016,7,33.03,43.2693,
27/01/2016,8,34.73,45.4963,
27/01/2016,9,37.29,48.8499,
27/01/2016,10,38.83,50.8673,
27/01/2016,11,33.99,44.5269,
27/01/2016,12,32.97,43.1907,
27/01/2016,13,28.59,37.4529,
27/01/2016,14,28.56,37.4136,
27/01/2016,15,28.51,37.3481,
27/01/2016,16,32.7,42.837,
27/01/2016,17,59,77.29,
27/01/2016,18,45,58.95,
27/01/2016,19,40,52.4,
27/01/2016,20,36.58,47.9198,
27/01/2016,21,33.03,43.2693,
27/01/2016,22,30.6,40.086,
28/01/2016,23,29.98,39.2738,
28/01/2016,0,29.9,39.169,
28/01/2016,1,29.46,38.5926,
28/01/2016,2,27.33,35.8023,
28/01/2016,3,21.43,28.0733,
28/01/2016,4,13.63,17.8553,
28/01/2016,5,23.5,30.785,
28/01/2016,6,35,45.85,
28/01/2016,7,33.1,43.361,
28/01/2016,8,40.13,52.5703,
28/01/2016,9,40.16,52.6096,
28/01/2016,10,34,44.54,
28/01/2016,11,33.29,43.6099,
28/01/2016,12,30.66,40.1646,
28/01/2016,13,28.62,37.4922,
28/01/2016,14,29.17,38.2127,
28/01/2016,15,29.42,38.5402,
28/01/2016,16,34.02,44.5662,
28/01/2016,17,54.93,71.9583,
28/01/2016,18,43.84,57.4304,
28/01/2016,19,39,51.09,
28/01/2016,20,34.1,44.671,
28/01/2016,21,31.83,41.6973,
28/01/2016,22,25,32.75,
29/01/2016,23,28.99,37.9769,
29/01/2016,0,25.11,32.8941,
29/01/2016,1,19,24.89,
29/01/2016,2,13.43,17.5933,
29/01/2016,3,11.9,15.589,
29/01/2016,4,14.58,19.0998,
29/01/2016,5,21,27.51,
29/01/2016,6,34.98,45.8238,
29/01/2016,7,32.91,43.1121,
29/01/2016,8,36.8,48.208,
29/01/2016,9,37.97,49.7407,
29/01/2016,10,36.65,48.0115,
29/01/2016,11,34.01,44.5531,
29/01/2016,12,30.4,39.824,
29/01/2016,13,29.93,39.2083,
29/01/2016,14,29.31,38.3961,
29/01/2016,15,29.31,38.3961,
29/01/2016,16,32.95,43.1645,
29/01/2016,17,58,75.98,
29/01/2016,18,44.01,57.6531,
29/01/2016,19,35.89,47.0159,
29/01/2016,20,31.69,41.5139,
29/01/2016,21,29.85,39.1035,
29/01/2016,22,24.93,32.6583,
30/01/2016,23,33.54,43.9374,
30/01/2016,0,40.03,52.4393,
30/01/2016,1,34.31,44.9461,
30/01/2016,2,33.53,43.9243,
30/01/2016,3,23.93,31.3483,
30/01/2016,4,12.98,17.0038,
30/01/2016,5,18.07,23.6717,
30/01/2016,6,30,39.3,
30/01/2016,7,14.78,19.3618,
30/01/2016,8,30.4,39.824,
30/01/2016,9,49.92,65.3952,
30/01/2016,10,45.04,59.0024,
30/01/2016,11,35.5,46.505,
30/01/2016,12,32.05,41.9855,
30/01/2016,13,24.9,32.619,
30/01/2016,14,23.02,30.1562,
30/01/2016,15,25.18,32.9858,
30/01/2016,16,29.51,38.6581,
30/01/2016,17,65.98,86.4338,
30/01/2016,18,51,66.81,
30/01/2016,19,34.1,44.671,
30/01/2016,20,32.52,42.6012,
30/01/2016,21,31.9,41.789,
30/01/2016,22,30.06,39.3786,
31/01/2016,23,35.23,46.1513,
31/01/2016,0,40,52.4,
31/01/2016,1,37.68,49.3608,
31/01/2016,2,30.02,39.3262,
31/01/2016,3,29.74,38.9594,
31/01/2016,4,26.96,35.3176,
31/01/2016,5,29.93,39.2083,
31/01/2016,6,34.37,45.0247,
31/01/2016,7,19.97,26.1607,
31/01/2016,8,28.23,36.9813,
31/01/2016,9,30,39.3,
31/01/2016,10,33.9,44.409,
31/01/2016,11,38.68,50.6708,
31/01/2016,12,50,65.5,
31/01/2016,13,40.04,52.4524,
31/01/2016,14,33,43.23,
31/01/2016,15,29.9,39.169,
31/01/2016,16,31.74,41.5794,
31/01/2016,17,70,91.7,
31/01/2016,18,46.21,60.5351,
31/01/2016,19,38.58,50.5398,
31/01/2016,20,31,40.61,
31/01/2016,21,32.74,42.8894,
31/01/2016,22,31,40.61,
01/02/2016,23,33.83,44.3173,
01/02/2016,0,30.14,39.4834,
01/02/2016,1,30.95,40.5445,
01/02/2016,2,26.08,34.1648,
01/02/2016,3,21.43,28.0733,
01/02/2016,4,14.42,18.8902,
01/02/2016,5,22.49,29.4619,
01/02/2016,6,34.79,45.5749,
